Time (sec)	AF Correction 1 (%)	AF Learning 1 (%)	AF Sens 1 Ratio (AFR)	AVCS Exh Left (°)	AVCS Exh Right (°)	AVCS In Left (°)	AVCS In Right (°)	Accel Position (%)	Baro Pressure (psi)	Boost (psi)	CL Fuel Target (AFR)	Calculated Load (g/rev)	Comm Fuel Final (AFR)	Coolant Temp (F)	Dyn Adv Mult (DAM)	EGR Commanded (steps)	Ethanol Conc FINAL (%)	Ethanol Conc RAW (%)	Feedback Knock (°)	Fine Knock Learn (°)	Gear Position (gear)	Ign Comp IAT (°)	Ignition Timing (°)	Inj Duty Cycle (%)	Inj Timing H EOI NEW (°)	Inj Timing H SOI NEW (°)	Intake Temp (F)	Intake Temp Manifold (F)	KS Noise Cyl 1 (raw)	KS Noise Cyl 2 (raw)	KS Noise Cyl 3 (raw)	KS Noise Cyl 4 (raw)	MAF Corr Final (g/s)	MAF Freq (kHz)	Oil Temp (F)	RPM (RPM)	Req Torque (Nm)	Roughness Cyl 1 (count)	Roughness Cyl 2 (count)	Roughness Cyl 3 (count)	Roughness Cyl 4 (count)	Sns Fuel Press MONITOR (psi)	TD Prop WG Pos Corr (mm)	TGV Map Ratio (mult)	Target Boost Final Rel (psi)	Throttle Pos (%)	Wastegate Init Pos Final (mm)	Wastegate Pos Actual (mm)	Wastegate Pos Comm (mm)	Wastegate Pos Learn Corr (mm)	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 1 93 Octane Baseline]
2.686	0.00	0.00	12.00	0.0	0.0	0.0	0.0	100.0	14.5	5.58	14.71	2.69	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	29.3	0.0	0.0	95	100	196	198	207	203	31.7	2500	210	3170	300	0	0	0	0	2156	0.0	1.0	6.00	100.0	0.0	8.38	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.712	0.00	0.00	11.92	0.0	0.0	0.0	0.0	100.0	14.5	5.95	14.71	2.71	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	29.9	0.0	0.0	95	100	207	204	196	200	32.1	2500	210	3208	300	0	0	0	0	2156	0.0	1.0	6.40	100.0	0.0	8.33	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.736	0.00	0.00	12.17	0.0	0.0	0.0	0.0	100.0	14.5	6.32	14.71	2.72	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	30.5	0.0	0.0	95	100	196	204	210	205	32.5	2500	210	3246	300	0	0	0	0	2156	0.0	1.0	6.80	100.0	0.0	8.38	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.762	0.00	0.00	12.09	0.0	0.0	0.0	0.0	100.0	14.5	6.69	14.71	2.73	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	31.2	0.0	0.0	95	100	192	206	200	194	32.8	2500	210	3284	300	0	0	0	0	2156	0.0	1.0	7.20	100.0	0.0	8.65	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.782	0.00	0.00	11.82	0.0	0.0	0.0	0.0	100.0	14.5	7.06	14.71	2.75	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	31.8	0.0	0.0	95	100	190	206	197	202	33.2	2500	210	3322	300	0	0	0	0	2156	0.0	1.0	7.60	100.0	0.0	8.31	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.806	0.00	0.00	11.91	0.0	0.0	0.0	0.0	100.0	14.5	7.43	14.71	2.76	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	32.4	0.0	0.0	95	100	202	190	192	196	33.6	2500	210	3360	300	0	0	0	0	2156	0.0	1.0	8.00	100.0	0.0	8.53	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.830	0.00	0.00	11.86	0.0	0.0	0.0	0.0	100.0	14.5	7.81	14.71	2.77	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	33.0	0.0	0.0	95	100	201	204	207	206	34.0	2500	210	3398	300	0	0	0	0	2156	0.0	1.0	8.40	100.0	0.0	8.44	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.856	0.00	0.00	12.04	0.0	0.0	0.0	0.0	100.0	14.5	8.18	14.71	2.79	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	33.6	0.0	0.0	95	100	194	193	192	202	34.4	2500	210	3436	300	0	0	0	0	2156	0.0	1.0	8.80	100.0	0.0	8.56	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.878	0.00	0.00	12.02	0.0	0.0	0.0	0.0	100.0	14.5	8.55	14.71	2.80	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	34.3	0.0	0.0	95	100	208	191	205	198	34.7	2500	210	3474	300	0	0	0	0	2156	0.0	1.0	9.20	100.0	0.0	8.37	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.902	0.00	0.00	11.82	0.0	0.0	0.0	0.0	100.0	14.5	8.92	14.71	2.81	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	34.9	0.0	0.0	95	100	210	200	201	201	35.1	2500	210	3512	300	0	0	0	0	2156	0.0	1.0	9.60	100.0	0.0	8.68	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.924	0.00	0.00	11.85	0.0	0.0	0.0	0.0	100.0	14.5	9.29	14.71	2.83	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	35.5	0.0	0.0	95	100	207	208	197	202	35.5	2500	210	3550	300	0	0	0	0	2156	0.0	1.0	10.00	100.0	0.0	8.64	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.944	0.00	0.00	11.97	0.0	0.0	0.0	0.0	100.0	14.5	9.66	14.71	2.84	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	36.1	0.0	0.0	95	100	192	209	205	210	35.9	2500	210	3588	300	0	0	0	0	2156	0.0	1.0	10.40	100.0	0.0	8.58	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.970	0.00	0.00	12.02	0.0	0.0	0.0	0.0	100.0	14.5	10.04	14.71	2.85	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	36.7	0.0	0.0	95	100	192	207	205	205	36.3	2500	210	3626	300	0	0	0	0	2156	0.0	1.0	10.80	100.0	0.0	8.57	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.990	0.00	0.00	12.01	0.0	0.0	0.0	0.0	100.0	14.5	10.41	14.71	2.86	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	37.4	0.0	0.0	95	100	193	207	197	200	36.6	2500	210	3664	300	0	0	0	0	2156	0.0	1.0	11.20	100.0	0.0	8.52	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.016	0.00	0.00	12.14	0.0	0.0	0.0	0.0	100.0	14.5	10.78	14.71	2.88	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	38.0	0.0	0.0	95	100	193	194	195	208	37.0	2500	210	3702	300	0	0	0	0	2156	0.0	1.0	11.60	100.0	0.0	8.48	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.036	0.00	0.00	11.81	0.0	0.0	0.0	0.0	100.0	14.5	11.15	14.71	2.89	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	38.6	0.0	0.0	95	100	209	191	205	203	37.4	2500	210	3740	300	0	0	0	0	2156	0.0	1.0	12.00	100.0	0.0	8.69	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.062	0.00	0.00	12.19	0.0	0.0	0.0	0.0	100.0	14.5	11.52	14.71	2.90	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	39.2	0.0	0.0	95	100	203	198	210	201	37.8	2500	210	3778	300	0	0	0	0	2156	0.0	1.0	12.40	100.0	0.0	8.38	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.082	0.00	0.00	11.88	0.0	0.0	0.0	0.0	100.0	14.5	11.89	14.71	2.92	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	39.8	0.0	0.0	95	100	203	210	206	202	38.2	2500	210	3816	300	0	1	0	0	2156	0.0	1.0	12.80	100.0	0.0	8.45	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.104	0.00	0.00	11.83	0.0	0.0	0.0	0.0	100.0	14.5	12.27	14.71	2.93	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	40.5	0.0	0.0	95	100	190	190	196	190	38.5	2500	210	3854	300	0	0	0	0	2156	0.0	1.0	13.20	100.0	0.0	8.51	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.126	0.00	0.00	11.86	0.0	0.0	0.0	0.0	100.0	14.5	12.64	14.71	2.94	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	41.1	0.0	0.0	95	100	197	203	197	196	38.9	2500	210	3892	300	0	0	0	0	2156	0.0	1.0	13.60	100.0	0.0	8.61	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.148	0.00	0.00	12.06	0.0	0.0	0.0	0.0	100.0	14.5	13.01	14.71	2.96	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	41.7	0.0	0.0	95	100	201	203	204	197	39.3	2500	210	3930	300	0	0	0	0	2156	0.0	1.0	14.00	100.0	0.0	8.40	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.168	0.00	0.00	11.96	0.0	0.0	0.0	0.0	100.0	14.5	13.38	14.71	2.97	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	42.3	0.0	0.0	95	100	202	199	191	193	39.7	2500	210	3968	300	0	0	0	0	2156	0.0	1.0	14.40	100.0	0.0	8.52	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.188	0.00	0.00	12.11	0.0	0.0	0.0	0.0	100.0	14.5	13.75	14.71	2.98	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	42.9	0.0	0.0	95	100	193	200	210	203	40.1	2500	210	4006	300	0	0	0	0	2156	0.0	1.0	14.80	100.0	0.0	8.65	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.210	0.00	0.00	12.09	0.0	0.0	0.0	0.0	100.0	14.5	14.12	14.71	2.99	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	43.6	0.0	0.0	95	100	205	195	192	210	40.4	2500	210	4044	300	0	0	0	0	2156	0.0	1.0	15.20	100.0	0.0	8.62	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.230	0.00	0.00	11.81	0.0	0.0	0.0	0.0	100.0	14.5	14.50	14.71	3.01	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	44.2	0.0	0.0	95	100	205	196	200	204	40.8	2500	210	4082	300	0	0	0	0	2156	0.0	1.0	15.60	100.0	0.0	8.56	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.256	0.00	0.00	12.16	0.0	0.0	0.0	0.0	100.0	14.5	14.87	14.71	3.02	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	44.8	0.0	0.0	95	100	200	202	190	198	41.2	2500	210	4120	300	0	0	0	0	1790	0.0	1.0	16.00	100.0	0.0	8.31	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.280	0.00	0.00	11.85	0.0	0.0	0.0	0.0	100.0	14.5	15.24	14.71	3.03	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	45.4	0.0	0.0	95	100	207	208	190	210	41.6	2500	210	4158	300	0	0	0	0	1790	0.0	1.0	16.40	100.0	0.0	8.58	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.306	0.00	0.00	11.95	0.0	0.0	0.0	0.0	100.0	14.5	15.61	14.71	3.05	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	46.0	0.0	0.0	95	100	192	200	208	199	42.0	2500	210	4196	300	0	0	0	0	1790	0.0	1.0	16.80	100.0	0.0	8.44	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.326	0.00	0.00	11.94	0.0	0.0	0.0	0.0	100.0	14.5	15.98	14.71	3.06	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	46.7	0.0	0.0	95	100	206	208	191	202	42.3	2500	210	4234	300	0	0	0	0	1790	0.0	1.0	17.20	100.0	0.0	8.62	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.348	0.00	0.00	11.87	0.0	0.0	0.0	0.0	100.0	14.5	16.35	14.71	3.07	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	47.3	0.0	0.0	95	100	192	197	208	191	42.7	2500	210	4272	300	0	0	0	0	1790	0.0	1.0	17.60	100.0	0.0	8.50	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.374	0.00	0.00	11.88	0.0	0.0	0.0	0.0	100.0	14.5	16.73	14.71	3.08	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	47.9	0.0	0.0	95	100	191	208	199	206	43.1	2500	210	4310	300	0	0	0	0	1790	0.0	1.0	18.00	100.0	0.0	8.37	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.396	0.00	0.00	11.93	0.0	0.0	0.0	0.0	100.0	14.5	17.10	14.71	3.10	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	48.5	0.0	0.0	95	100	203	207	199	192	43.5	2500	210	4348	300	0	0	0	0	1790	0.0	1.0	18.40	100.0	0.0	8.50	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.422	0.00	0.00	12.18	0.0	0.0	0.0	0.0	100.0	14.5	17.47	14.71	3.11	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	49.1	0.0	0.0	95	100	201	192	206	197	43.9	2500	210	4386	300	0	0	0	0	1790	0.0	1.0	18.80	100.0	0.0	8.48	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.448	0.00	0.00	12.17	0.0	0.0	0.0	0.0	100.0	14.5	17.84	14.71	3.12	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	49.8	0.0	0.0	95	100	210	196	203	201	44.2	2500	210	4424	300	0	0	0	0	1790	0.0	1.0	19.20	100.0	0.0	8.31	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.470	0.00	0.00	12.01	0.0	0.0	0.0	0.0	100.0	14.5	18.21	14.71	3.14	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	50.4	0.0	0.0	95	100	190	203	191	207	44.6	2500	210	4462	300	0	0	0	0	1790	0.0	1.0	19.60	100.0	0.0	8.58	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.490	0.00	0.00	12.20	0.0	0.0	0.0	0.0	100.0	14.5	18.58	14.71	3.15	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	51.0	0.0	0.0	95	100	210	202	206	202	45.0	2500	210	4500	300	0	0	0	0	1790	0.0	1.0	20.00	100.0	0.0	8.52	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.516	0.00	0.00	11.95	0.0	0.0	0.0	0.0	100.0	14.5	18.96	14.71	3.16	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	51.6	0.0	0.0	95	100	194	209	194	206	45.4	2500	210	4538	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.34	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.540	0.00	0.00	11.88	0.0	0.0	0.0	0.0	100.0	14.5	19.33	14.71	3.18	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	52.2	0.0	0.0	95	100	198	205	204	203	45.8	2500	210	4576	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.65	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.566	0.00	0.00	11.96	0.0	0.0	0.0	0.0	100.0	14.5	19.70	14.71	3.19	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	52.9	0.0	0.0	95	100	199	202	204	210	46.1	2500	210	4614	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.68	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.592	0.00	0.00	11.96	0.0	0.0	0.0	0.0	100.0	14.5	20.07	14.71	3.20	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	53.5	0.0	0.0	95	100	207	209	196	209	46.5	2500	210	4652	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.57	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.614	0.00	0.00	11.91	0.0	0.0	0.0	0.0	100.0	14.5	20.44	14.71	3.21	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	54.1	0.0	0.0	95	100	199	198	200	197	46.9	2500	210	4690	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.39	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.640	0.00	0.00	12.03	0.0	0.0	0.0	0.0	100.0	14.5	20.81	14.71	3.23	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	54.7	0.0	0.0	95	100	209	208	200	202	47.3	2500	210	4728	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.57	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.666	0.00	0.00	12.09	0.0	0.0	0.0	0.0	100.0	14.5	21.19	14.71	3.24	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	55.3	0.0	0.0	95	100	201	198	197	194	47.7	2500	210	4766	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.33	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.688	0.00	0.00	12.08	0.0	0.0	0.0	0.0	100.0	14.5	21.56	14.71	3.25	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	56.0	0.0	0.0	95	100	194	202	197	210	48.0	2500	210	4804	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.52	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.712	0.00	0.00	11.84	0.0	0.0	0.0	0.0	100.0	14.5	21.93	14.71	3.27	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	56.6	0.0	0.0	95	100	207	198	191	206	48.4	2500	210	4842	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.37	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.736	0.00	0.00	12.19	0.0	0.0	0.0	0.0	100.0	14.5	22.30	14.71	3.28	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	57.2	0.0	0.0	95	100	196	205	207	190	48.8	2500	210	4880	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.59	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.762	0.00	0.00	12.07	0.0	0.0	0.0	0.0	100.0	14.5	22.25	14.71	3.29	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	57.8	0.0	0.0	95	100	193	193	200	199	49.2	2500	210	4918	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.34	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.788	0.00	0.00	11.80	0.0	0.0	0.0	0.0	100.0	14.5	22.20	14.71	3.31	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	58.4	0.0	0.0	95	100	207	194	195	197	49.6	2500	210	4956	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.54	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.810	0.00	0.00	12.17	0.0	0.0	0.0	0.0	100.0	14.5	22.15	14.71	3.32	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	59.1	0.0	0.0	95	100	205	208	203	209	49.9	2500	210	4994	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.59	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.830	0.00	0.00	11.82	0.0	0.0	0.0	0.0	100.0	14.5	22.10	14.71	3.33	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	59.7	0.0	0.0	95	100	198	203	197	199	50.3	2500	210	5032	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.46	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.850	0.00	0.00	12.18	0.0	0.0	0.0	0.0	100.0	14.5	22.05	14.71	3.34	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	60.3	0.0	0.0	95	100	194	195	191	210	50.7	2500	210	5070	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.49	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.872	0.00	0.00	11.91	0.0	0.0	0.0	0.0	100.0	14.5	22.00	14.71	3.36	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	60.9	0.0	0.0	95	100	202	201	201	191	51.1	2500	210	5108	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.44	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.898	0.00	0.00	11.98	0.0	0.0	0.0	0.0	100.0	14.5	21.95	14.71	3.37	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	61.5	0.0	0.0	95	100	197	193	206	190	51.5	2500	210	5146	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.51	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.918	0.00	0.00	11.96	0.0	0.0	0.0	0.0	100.0	14.5	21.90	14.71	3.38	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	62.2	0.0	0.0	95	100	190	201	200	208	51.8	2500	210	5184	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.67	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.940	0.00	0.00	12.08	0.0	0.0	0.0	0.0	100.0	14.5	21.85	14.71	3.40	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	62.8	0.0	0.0	95	100	207	208	195	196	52.2	2500	210	5222	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.36	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.966	0.00	0.00	11.82	0.0	0.0	0.0	0.0	100.0	14.5	21.80	14.71	3.41	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	63.4	0.0	0.0	95	100	195	203	201	204	52.6	2500	210	5260	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.38	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
3.990	0.00	0.00	11.90	0.0	0.0	0.0	0.0	100.0	14.5	21.75	14.71	3.42	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	64.0	0.0	0.0	95	100	202	197	192	190	53.0	2500	210	5298	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.41	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.012	0.00	0.00	12.09	0.0	0.0	0.0	0.0	100.0	14.5	21.70	14.71	3.44	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	64.6	0.0	0.0	95	100	208	190	202	190	53.4	2500	210	5336	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.69	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.038	0.00	0.00	12.20	0.0	0.0	0.0	0.0	100.0	14.5	21.65	14.71	3.45	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	65.3	0.0	0.0	95	100	196	198	199	208	53.7	2500	210	5374	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.54	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
